datetime                     lane speed  length  class   gap   wrong_dir  display  flash
Fri Sep 01 06:41:51 CEST 2017  2     49    47      2    8208      00         0    
Fri Sep 01 06:42:17 CEST 2017  1     53    40      2    32512      00         0    
Fri Sep 01 06:42:17 CEST 2017  2     62    41      2    26296      00         0    
Fri Sep 01 06:42:19 CEST 2017  2     57    46      2    1576      00         0    
Fri Sep 01 06:42:20 CEST 2017  2     59    41      2    904      00         0    
Fri Sep 01 06:42:24 CEST 2017  2     55    47      2    2640      00         0    
Fri Sep 01 06:42:25 CEST 2017  2     59    48      2    1008      00         0    
Fri Sep 01 06:42:26 CEST 2017  1     51    47      2    8320      00         0    
Fri Sep 01 06:42:28 CEST 2017  1     51    70      4    936      00         0    
Fri Sep 01 06:42:28 CEST 2017  2     51    40      2    2592      00         0    
Fri Sep 01 06:42:30 CEST 2017  2     47    42      2    1600      00         0    
Fri Sep 01 06:42:31 CEST 2017  1     52    45      2    3480      00         0    
Fri Sep 01 06:42:32 CEST 2017  2     48    42      2    1264      00         0    
Fri Sep 01 06:42:33 CEST 2017  1     52    38      2    1144      00         0    
Fri Sep 01 06:42:33 CEST 2017  2     46    46      2    760      00         0    
Fri Sep 01 06:42:36 CEST 2017  2     50    48      2    2552      00         0    
Fri Sep 01 06:42:40 CEST 2017  2     55    40      2    3120      00         0    
Fri Sep 01 06:42:42 CEST 2017  2     53    53      2    1904      00         0    
Fri Sep 01 06:42:43 CEST 2017  1     54    47      2    9368      00         0    
Fri Sep 01 06:42:45 CEST 2017  2     56    49      2    2064      00         0    
Fri Sep 01 06:42:45 CEST 2017  1     53    40      2    1888      00         0    
Fri Sep 01 06:42:47 CEST 2017  2     51    38      2    1960      00         0    
Fri Sep 01 06:42:51 CEST 2017  2     45    40      2    3976      00         0    
Fri Sep 01 06:42:54 CEST 2017  2     45    47      2    1760      00         0    
Fri Sep 01 06:42:55 CEST 2017  2     44    58      4    664      00         0    
Fri Sep 01 06:42:56 CEST 2017  2     46    41      2    432      00         0    
Fri Sep 01 06:42:57 CEST 2017  2     47    9      1    816      00         0    
Fri Sep 01 06:42:58 CEST 2017  2     43    38      2    664      00         0    
Fri Sep 01 06:42:59 CEST 2017  2     42    44      2    976      00         0    
Fri Sep 01 06:43:01 CEST 2017  2     40    46      2    520      00         0    
Fri Sep 01 06:43:02 CEST 2017  2     40    56      2    688      00         0    
Fri Sep 01 06:43:04 CEST 2017  2     39    65      4    744      00         0    
Fri Sep 01 06:43:05 CEST 2017  1     58    50      2    19072      00         0    
Fri Sep 01 06:43:05 CEST 2017  2     38    59      4    880      00         0    
Fri Sep 01 06:43:06 CEST 2017  2     36    48      2    832      00         0    
Fri Sep 01 06:43:08 CEST 2017  2     36    41      2    456      00         0    
Fri Sep 01 06:43:10 CEST 2017  2     34    44      2    1256      00         0    
Fri Sep 01 06:43:11 CEST 2017  2     34    58      4    552      00         0    
Fri Sep 01 06:43:12 CEST 2017  2     35    46      2    320      00         0    
Fri Sep 01 06:43:15 CEST 2017  2     32  176        8    1280      00         0    
Fri Sep 01 06:43:16 CEST 2017  2     33    37      2    680      00         0    
Fri Sep 01 06:43:19 CEST 2017  2     35    53      2    1968      00         0    
Fri Sep 01 06:43:21 CEST 2017  2     36    45      2    968      00         0    
Fri Sep 01 06:43:23 CEST 2017  2     35    44      2    1336      00         0    
Fri Sep 01 06:43:26 CEST 2017  2     33    49      2    2616      00         0    
Fri Sep 01 06:43:28 CEST 2017  2     33    38      2    1256      00         0    
Fri Sep 01 06:43:31 CEST 2017  2     30    59      4    2136      00         0    
Fri Sep 01 06:43:34 CEST 2017  2     34    41      2    2320      00         0    
Thu Aug 31 02:41:05 CEST 2017  1     47    75      4    65535      00         0    
Thu Aug 31 02:41:46 CEST 2017  2     49    76      4    65535      00         0    
Thu Aug 31 02:41:54 CEST 2017  2     41    49      2    8312      00         0    
Thu Aug 31 09:30:04 CEST 2017  2     69    48      2    23240      00         0    
Thu Aug 31 09:30:08 CEST 2017  1     62    48      2    14880      00         0    
Thu Aug 31 09:30:11 CEST 2017  2     50    39      2    6912      00         0    
Thu Aug 31 09:30:13 CEST 2017  2     48    47      2    704      00         0    
Thu Aug 31 09:30:16 CEST 2017  2     55    35      2    2672      00         0    
Thu Aug 31 09:30:21 CEST 2017  1     48    48      2    12056      00         0    
Thu Aug 31 09:30:24 CEST 2017  1     40    50      2    2528      00         0    
Thu Aug 31 09:30:25 CEST 2017  2     44  189        8    7400      00         0    
Thu Aug 31 09:30:27 CEST 2017  2     40    46      2    1280      00         0    
Thu Aug 31 09:30:29 CEST 2017  2     41    46      2    2024      00         0    
Thu Aug 31 09:30:29 CEST 2017  1     48    40      2    4768      00         0    
Thu Aug 31 09:30:31 CEST 2017  2     39    38      2    976      00         0    
Thu Aug 31 09:30:32 CEST 2017  2     38    48      4    592      00         0    
Thu Aug 31 09:30:34 CEST 2017  2     39    51      2    1072      00         0    
Thu Aug 31 09:30:35 CEST 2017  2     38    42      2    760      00         0    
Thu Aug 31 09:30:37 CEST 2017  1     45    46      2    7336      00         0    
Thu Aug 31 09:30:38 CEST 2017  2     34    45      2    1992      00         0    
Thu Aug 31 09:30:40 CEST 2017  2     36    40      2    1152      00         0    
Thu Aug 31 09:30:46 CEST 2017  1     42    51      2    7664      00         0    
Tue Aug 29 17:30:00 CEST 2017  1     43  173        9    37288      00         0    
Tue Aug 29 17:30:00 CEST 2017  2     58    42      2    8064      00         0    
Tue Aug 29 17:30:02 CEST 2017  2     57    53      2    784      00         0    
Tue Aug 29 17:30:02 CEST 2017  1     41    44      2    2200      00         0    
Tue Aug 29 17:30:04 CEST 2017  2     53    51      2    1992      00         0    
Tue Aug 29 17:30:05 CEST 2017  1     39    44      2    1920      00         0    
Tue Aug 29 17:30:05 CEST 2017  2     53    46      2    1136      00         0    
Tue Aug 29 17:30:07 CEST 2017  2     51    37      2    1160      00         0    
Tue Aug 29 17:30:07 CEST 2017  1     36    43      2    1840      00         0    
Tue Aug 29 17:30:10 CEST 2017  1     33    43      2    1776      00         0    
Tue Aug 29 17:30:11 CEST 2017  2     66    48      2    3776      00         0    
Tue Aug 29 17:30:12 CEST 2017  1     39    38      2    1912      00         0    
Tue Aug 29 17:30:14 CEST 2017  1     41    47      2    1336      00         0    
Tue Aug 29 17:30:15 CEST 2017  2     53    38      2    3288      00         0    
Tue Aug 29 17:30:17 CEST 2017  2     57    43      2    1592      00         0    
Tue Aug 29 17:30:17 CEST 2017  1     44    41      2    2672      00         0    
Tue Aug 29 17:30:24 CEST 2017  1     49    49      2    5888      00         0    
Tue Aug 29 17:30:29 CEST 2017  1     49    43      2    5240      00         0    
Tue Aug 29 17:30:30 CEST 2017  2     38    90      3    12136      00         0    
Tue Aug 29 17:30:39 CEST 2017  1     52    39      2    9400      00         0    
Tue Aug 29 17:30:46 CEST 2017  1     48    50      2    6368      00         0    
Tue Aug 29 17:30:52 CEST 2017  1     56    48      2    5536      00         0    
Tue Aug 29 17:30:55 CEST 2017  1     56    49      2    2536      00         0    
Tue Aug 29 17:30:59 CEST 2017  1     52    44      2    3288      00         0    
Tue Aug 29 17:31:00 CEST 2017  1     52    39      2    1128      00         0    
Tue Aug 29 17:31:05 CEST 2017  1     53    46      2    4496      00         0    
Tue Aug 29 17:31:07 CEST 2017  1     50    43      2    1112      00         0    
Tue Aug 29 17:31:09 CEST 2017  2     50  144        6    37776      00         0    
Tue Aug 29 17:31:10 CEST 2017  1     54    57      2    2680      00         0    
Tue Aug 29 17:31:12 CEST 2017  2     55    41      2    2464      00         0    
Tue Aug 29 17:31:13 CEST 2017  1     51    39      2    2648      00         0    
Tue Aug 29 17:31:14 CEST 2017  2     46    40      2    2256      00         0    
Tue Aug 29 17:31:19 CEST 2017  1     45    46      2    5384      00         0    
Tue Aug 29 17:31:23 CEST 2017  2     62    55      2    8296      00         0    
Tue Aug 29 17:31:25 CEST 2017  2     60    46      2    1832      00         0    
Tue Aug 29 17:31:28 CEST 2017  2     58    40      2    2464      00         0    
Tue Aug 29 17:31:42 CEST 2017  1     48    45      2    22376      00         0    
Tue Aug 29 17:31:45 CEST 2017  2     46    38      2    16104      00         0    
Tue Aug 29 17:31:51 CEST 2017  1     45    37      2    9168      00         0    
Tue Aug 29 17:31:54 CEST 2017  1     41    41      2    1880      00         0    
Tue Aug 29 17:32:01 CEST 2017  2     69    41      2    16016      00         0    
Tue Aug 29 17:32:04 CEST 2017  1     60    44      2    9800      00         0    
Tue Aug 29 17:32:10 CEST 2017  2     41    45      2    7984      00         0    
Tue Aug 29 17:32:14 CEST 2017  2     53    49      2    3584      00         0    
Tue Aug 29 17:32:18 CEST 2017  2     53    47      2    3600      00         0    
Tue Aug 29 17:32:19 CEST 2017  2     49    47      2    1064      00         0    
Tue Aug 29 17:32:21 CEST 2017  2     51    87      3    752      00         0    
Tue Aug 29 17:32:23 CEST 2017  1     49    40      2    19096      00         0    
Tue Aug 29 17:32:31 CEST 2017  1     57    40      2    7632      00         0    
Tue Aug 29 17:32:39 CEST 2017  1     58    55      2    7784      00         0    
Tue Aug 29 17:32:43 CEST 2017  1     52    44      2    3304      00         0    
Tue Aug 29 17:32:45 CEST 2017  2     49    44      2    23936      00         0    
Tue Aug 29 17:32:45 CEST 2017  1     51    48      2    1648      00         0    
Tue Aug 29 17:32:47 CEST 2017  2     51    47      2    1440      00         0    
Tue Aug 29 17:32:49 CEST 2017  2     49    41      2    1600      00         0    
Tue Aug 29 17:32:49 CEST 2017  1     48    50      2    3720      00         0    
Tue Aug 29 17:32:51 CEST 2017  2     47    40      2    2176      00         0    
Tue Aug 29 17:32:53 CEST 2017  1     54    40      2    2776      00         0    
Tue Aug 29 17:32:53 CEST 2017  2     48    47      2    752      00         0    
Tue Aug 29 17:33:00 CEST 2017  1     47    41      2    6544      00         0    
Tue Aug 29 17:33:02 CEST 2017  1     48    87      7    1528      00         0    
Tue Aug 29 17:33:06 CEST 2017  1     54    69      3    3280      00         0    
Tue Aug 29 17:33:08 CEST 2017  1     48    47      2    2040      00         0    
Tue Aug 29 17:33:10 CEST 2017  1     48    46      2    1080      00         0    
Tue Aug 29 17:33:13 CEST 2017  1     48    43      2    2432      00         0    
Tue Aug 29 17:33:17 CEST 2017  2     67    46      2    24216      00         0    
Tue Aug 29 17:33:19 CEST 2017  2     63    48      2    1032      00         0    
Tue Aug 29 17:33:21 CEST 2017  2     55    43      2    1448      00         0    
Tue Aug 29 17:33:22 CEST 2017  2     55    42      2    912      00         0    
Tue Aug 29 17:33:24 CEST 2017  2     48    44      2    1784      00         0    
Tue Aug 29 17:33:25 CEST 2017  1     52    35      2    11520      00         0    
Tue Aug 29 17:33:26 CEST 2017  2     51    41      2    1064      00         0    
Tue Aug 29 17:33:32 CEST 2017  2     44  187        8    4288      00         0    
Tue Aug 29 17:33:34 CEST 2017  2     43    38      2    1368      00         0    
Tue Aug 29 17:33:41 CEST 2017  1     52    42      2    16328      00         0    
Tue Aug 29 17:33:42 CEST 2017  2     59    46      2    8480      00         0    
Tue Aug 29 17:33:43 CEST 2017  1     52    37      2    1584      00         0    
Tue Aug 29 17:33:46 CEST 2017  1     53    52      2    2088      00         0    
Wed Aug 30 16:40:05 CEST 2017  1     54    45      2    19160      00         0    
Wed Aug 30 16:40:17 CEST 2017  1     47    42      2    11144      00         0    
Wed Aug 30 16:40:19 CEST 2017  1     43    49      2    1480      00         0    
Wed Aug 30 16:40:20 CEST 2017  1     43    42      2    616      00         0    
Thu Aug 31 12:20:02 CEST 2017  1     53    47      2    15192      00         0    
Thu Aug 31 12:20:06 CEST 2017  2     53    41      2    6320      00         0    
Thu Aug 31 12:20:07 CEST 2017  1     45    37      2    4912      00         0    
Thu Aug 31 12:20:09 CEST 2017  1     46    39      2    1088      00         0    
Thu Aug 31 12:20:26 CEST 2017  1     47    47      2    17024      00         0    
Thu Aug 31 12:20:29 CEST 2017  1     48    38      2    2152      00         0    
Thu Aug 31 12:20:45 CEST 2017  1     51    38      2    15472      00         0    
Thu Aug 31 12:20:48 CEST 2017  2     50    51      2    41872      00         0    
Thu Aug 31 12:20:52 CEST 2017  1     56    39      2    6784      00         0    
Thu Aug 31 12:20:53 CEST 2017  1     56    49      2    824      00         0    
Thu Aug 31 12:20:57 CEST 2017  2     47    44      2    8936      00         0    
Thu Aug 31 12:21:00 CEST 2017  2     46    38      2    2232      00         0    
Thu Aug 31 12:21:02 CEST 2017  2     45    44      2    1088      00         0    
Thu Aug 31 12:21:03 CEST 2017  2     41    42      2    648      00         0    
Thu Aug 31 12:21:04 CEST 2017  1     49    64      4    10304      00         0    
Thu Aug 31 12:21:04 CEST 2017  2     42    44      2    816      00         0    
Thu Aug 31 12:21:06 CEST 2017  2     41    48      2    1512      00         0    
Thu Aug 31 12:21:09 CEST 2017  2     40    71      7    1880      00         0    
Thu Aug 31 12:21:11 CEST 2017  1     44    48      2    6008      00         0    
Thu Aug 31 12:21:11 CEST 2017  2     39    41      2    1568      00         0    
Thu Aug 31 12:21:13 CEST 2017  2     38    47      2    976      00         0    
Thu Aug 31 12:21:13 CEST 2017  1     40    50      2    1592      00         0    
Thu Aug 31 12:21:21 CEST 2017  2     50    47      2    7552      00         0    
Thu Aug 31 12:21:23 CEST 2017  1     58    51      2    10160      00         0    
Thu Aug 31 12:21:23 CEST 2017  2     47    37      2    2504      00         0    
Thu Aug 31 12:21:27 CEST 2017  2     44    45      2    3312      00         0    
Thu Aug 31 12:21:30 CEST 2017  1     52    46      2    5784      00         0    
Thu Aug 31 12:21:32 CEST 2017  2     37    34      2    4528      00         0    
Thu Aug 31 12:21:38 CEST 2017  1     53    46      2    8168      00         0    
Thu Aug 31 12:21:42 CEST 2017  1     47    42      2    3672      00         0    
Thu Aug 31 12:21:56 CEST 2017  1     57    54      4    12672      00         0    
Thu Aug 31 12:22:00 CEST 2017  1     51    41      2    3848      00         0    
Thu Aug 31 12:22:01 CEST 2017  2     54    48      2    28104      00         0    
Thu Aug 31 12:22:08 CEST 2017  2     40    61      4    6848      00         0    
Thu Aug 31 12:22:11 CEST 2017  2     41    49      2    1504      00         0    
Thu Aug 31 12:22:13 CEST 2017  2     36    62      4    1832      00         0    
Thu Aug 31 12:22:16 CEST 2017  2     37    47      2    2056      00         0    
Thu Aug 31 12:22:19 CEST 2017  2     38    38      2    3088      00         0    
Thu Aug 31 12:22:21 CEST 2017  2     39    36      2    976      00         0    
Thu Aug 31 12:22:22 CEST 2017  2     36    40      2    728      00         0    
Thu Aug 31 12:22:24 CEST 2017  2     40    41      2    1208      00         0    
Thu Aug 31 12:22:26 CEST 2017  1     55    47      2    26176      00         0    
Thu Aug 31 12:22:27 CEST 2017  2     36    41      2    2272      00         0    
Thu Aug 31 12:22:28 CEST 2017  2     35    40      2    872      00         0    
Thu Aug 31 12:22:29 CEST 2017  1     49    48      2    1984      00         0    
Thu Aug 31 12:22:32 CEST 2017  2     43    36      2    2856      00         0    
Thu Aug 31 12:22:34 CEST 2017  1     50    48      2    4480      00         0    
Thu Aug 31 12:22:36 CEST 2017  1     48    41      2    1856      00         0    
Thu Aug 31 12:22:39 CEST 2017  1     50    45      2    2328      00         0    
Thu Aug 31 12:22:43 CEST 2017  2     49    41      2    10968      00         0    
Thu Aug 31 12:22:44 CEST 2017  1     47    48      2    4480      00         0    
Thu Aug 31 12:22:47 CEST 2017  2     50    39      2    3216      00         0    
Thu Aug 31 12:23:01 CEST 2017  1     45    49      2    16632      00         0    
Thu Aug 31 12:23:08 CEST 2017  1     50    45      2    7024      00         0    
Thu Aug 31 12:23:11 CEST 2017  1     49    49      2    1728      00         0    
Thu Aug 31 12:23:19 CEST 2017  1     51    49      2    8152      00         0    
Thu Aug 31 12:23:22 CEST 2017  1     45    48      2    2504      00         0    
Thu Aug 31 12:23:25 CEST 2017  2     51    52      2    37600      00         0    
Thu Aug 31 12:23:26 CEST 2017  2     51    40      2    936      00         0    
Thu Aug 31 12:23:28 CEST 2017  1     47    44      2    5280      00         0    
Thu Aug 31 12:23:30 CEST 2017  2     48    47      2    3000      00         0    
Thu Aug 31 12:23:30 CEST 2017  1     45    49      2    1576      00         0    
Thu Aug 31 12:23:32 CEST 2017  1     44    42      2    1672      00         0    
Thu Aug 31 12:23:37 CEST 2017  2     48    33      2    6680      00         0    
Thu Aug 31 12:23:38 CEST 2017  2     41    60      7    1096      00         0    
Thu Aug 31 12:23:40 CEST 2017  2     41    43      2    720      00         0    
Thu Aug 31 12:23:41 CEST 2017  2     40    49      2    1056      00         0    
Thu Aug 31 12:23:43 CEST 2017  1     49    54      2    10184      00         0    
Thu Aug 31 12:23:43 CEST 2017  2     38    58      4    1056      00         0    
Thu Aug 31 12:23:50 CEST 2017  2     44    38      2    6576      00         0    
Thu Aug 31 12:23:52 CEST 2017  1     53    49      2    8656      00         0    
Thu Aug 31 12:23:52 CEST 2017  2     46    56      4    1616      00         0    
Thu Aug 31 12:23:59 CEST 2017  2     65    50      2    6104      00         0    
Thu Aug 31 12:24:00 CEST 2017  1     51    40      2    7488      00         0    
Thu Aug 31 12:24:11 CEST 2017  1     50    45      2    10696      00         0    
Thu Aug 31 12:24:19 CEST 2017  1     50    39      2    7928      00         0    
Thu Aug 31 12:24:23 CEST 2017  1     54    42      2    2688      00         0    
Wed Aug 30 10:20:02 CEST 2017  2     46    42      2    3000      00         0    
Wed Aug 30 10:20:05 CEST 2017  2     40    42      2    2488      00         0    
Wed Aug 30 10:20:07 CEST 2017  2     40    45      2    752      00         0    
Wed Aug 30 10:20:08 CEST 2017  2     40    42      2    592      00         0    
Wed Aug 30 10:20:09 CEST 2017  2     40    45      2    400      00         0    
Wed Aug 30 10:20:11 CEST 2017  2     34    41      2    1768      00         0    
Wed Aug 30 10:20:13 CEST 2017  2     30    51      2    456      00         0    
Wed Aug 30 10:20:14 CEST 2017  2     29    37      2    568      00         0    
Wed Aug 30 10:20:17 CEST 2017  2     28    97      5    1856      00         0    
Wed Aug 30 10:20:18 CEST 2017  1     45    62      4    31576      00         0    
Wed Aug 30 10:20:19 CEST 2017  2     26    37      2    840      00         0    
Wed Aug 30 10:20:24 CEST 2017  2     32    47      2    4608      00         0    
Wed Aug 30 10:20:25 CEST 2017  2     38    37      2    840      00         0    
Wed Aug 30 10:20:31 CEST 2017  1     56    52      2    12496      00         0    
Wed Aug 30 10:20:37 CEST 2017  1     56    42      2    5392      00         0    
Wed Aug 30 10:20:42 CEST 2017  1     54    38      2    5072      00         0    
Wed Aug 30 10:21:00 CEST 2017  2     45    43      2    34368      00         0    
Wed Aug 30 10:21:01 CEST 2017  2     43    39      2    704      00         0    
Sat Sep 02 03:00:00 CEST 2017  2     57    41      2    15656      00         0    
Sat Sep 02 03:00:08 CEST 2017  1     46    40      2    65535      00         0    
Sat Sep 02 03:01:25 CEST 2017  1     51    47      2    65535      00         0    
Sat Sep 02 03:01:39 CEST 2017  1     50    40      2    13848      00         0    
Sat Sep 02 10:20:01 CEST 2017  1     53    41      2    1800      00         0    
Sat Sep 02 10:20:06 CEST 2017  1     51    35      2    4752      00         0    
Sat Sep 02 10:20:20 CEST 2017  2     52    45      2    29840      00         0    
Sat Sep 02 10:20:20 CEST 2017  1     54    43      2    13664      00         0    
Sat Sep 02 10:20:21 CEST 2017  1     53    50      2    704      00         0    
Sat Sep 02 10:20:30 CEST 2017  2     69    49      2    10176      00         0    
Sat Sep 02 10:20:34 CEST 2017  2     54    45      2    2864      00         0    
Sat Sep 02 10:20:35 CEST 2017  2     54    44      2    1112      00         0    
Sat Sep 02 10:20:36 CEST 2017  2     50    47      2    792      00         0    
Sat Sep 02 10:20:38 CEST 2017  2     47    47      2    1312      00         0    
Sat Sep 02 10:20:39 CEST 2017  2     45    46      2    192      00         0    
Sat Sep 02 10:20:40 CEST 2017  2     45    50      2    744      00         0    
Sat Sep 02 10:20:42 CEST 2017  2     44    50      2    760      00         0    
Sat Sep 02 10:20:43 CEST 2017  2     42    48      2    584      00         0    
Sat Sep 02 10:20:44 CEST 2017  2     43    41      2    312      00         0    
Sat Sep 02 10:20:45 CEST 2017  2     42    53      2    904      00         0    
Sat Sep 02 10:20:46 CEST 2017  1     53    39      2    24840      00         0    
Sat Sep 02 10:20:47 CEST 2017  2     40    45      2    1192      00         0    
Sat Sep 02 10:20:48 CEST 2017  2     42    41      2    904      00         0    
Sat Sep 02 10:20:49 CEST 2017  1     50    39      2    2232      00         0    
Sat Sep 02 10:20:51 CEST 2017  1     49    57      2    1656      00         0    
Sat Sep 02 10:20:53 CEST 2017  1     47    48      2    1456      00         0    
Sat Sep 02 10:20:53 CEST 2017  2     48    47      2    4880      00         0    
Sat Sep 02 10:20:54 CEST 2017  1     46    45      2    632      00         0    
Sat Sep 02 10:20:58 CEST 2017  1     53    58      4    3192      00         0    
Sat Sep 02 10:21:03 CEST 2017  1     57    42      2    5088      00         0    
Sat Sep 02 10:21:09 CEST 2017  2     65    47      2    14856      00         0    
Sat Sep 02 10:21:10 CEST 2017  1     56    51      2    6456      00         0    
Sat Sep 02 10:21:28 CEST 2017  2     54    43      2    18728      00         0    
Sat Sep 02 10:21:31 CEST 2017  1     54    42      2    20416      00         0    
Sat Sep 02 10:21:33 CEST 2017  2     55    48      2    4352      00         0    
Sat Sep 02 10:21:34 CEST 2017  2     54    50      2    800      00         0    
Sat Sep 02 10:21:34 CEST 2017  1     42    9      1    2576      00         0    
Sat Sep 02 10:21:35 CEST 2017  2     52    49      2    632      00         0    
Sat Sep 02 10:21:36 CEST 2017  2     48    47      2    888      00         0    
Sat Sep 02 10:21:38 CEST 2017  2     46    42      2    1336      00         0    
Tue Aug 29 13:20:04 CEST 2017  1     45    42      2    17648      00         0    
Tue Aug 29 13:20:06 CEST 2017  1     44    38      2    1752      00         0    
Tue Aug 29 13:20:09 CEST 2017  1     51    46      2    1736      00         0    
Tue Aug 29 13:20:32 CEST 2017  1     53    43      2    23136      00         0    
Tue Aug 29 13:20:34 CEST 2017  1     50    45      2    1872      00         0    
Tue Aug 29 13:20:38 CEST 2017  1     47    41      2    3592      00         0    
Tue Aug 29 13:20:40 CEST 2017  2     55    38      2    56848      00         0    
Tue Aug 29 13:20:42 CEST 2017  2     50    44      2    1384      00         0    
Tue Aug 29 13:20:44 CEST 2017  1     48    49      2    5192      00         0    
Tue Aug 29 13:20:45 CEST 2017  2     50    46      2    2072      00         0    
Tue Aug 29 13:20:46 CEST 2017  2     50    43      2    1096      00         0    
Tue Aug 29 13:20:48 CEST 2017  2     55    45      2    1600      00         0    
Tue Aug 29 13:20:52 CEST 2017  2     45    53      2    3256      00         0    
Tue Aug 29 13:20:54 CEST 2017  2     45    52      2    1336      00         0    
Tue Aug 29 13:20:55 CEST 2017  1     41    45      2    10312      00         0    
Tue Aug 29 13:20:57 CEST 2017  2     43    52      2    2040      00         0    
Tue Aug 29 13:20:57 CEST 2017  1     43    48      2    1760      00         0    
Tue Aug 29 13:21:00 CEST 2017  2     64    46      2    2880      00         0    
Tue Aug 29 13:21:01 CEST 2017  1     45    42      2    3272      00         0    
Tue Aug 29 13:21:04 CEST 2017  2     59    44      2    3816      00         0    
Tue Aug 29 13:21:06 CEST 2017  2     52    40      2    1520      00         0    
Tue Aug 29 13:21:07 CEST 2017  1     45    66      4    5736      00         0    
Tue Aug 29 13:21:09 CEST 2017  2     46    41      2    2208      00         0    
Tue Aug 29 13:21:10 CEST 2017  2     43    43      2    1208      00         0    
Tue Aug 29 13:21:12 CEST 2017  2     42    34      2    1176      00         0    
Tue Aug 29 13:21:12 CEST 2017  1     43    58      4    4480      00         0    
Tue Aug 29 13:21:16 CEST 2017  1     43    49      2    2936      00         0    
Tue Aug 29 13:21:20 CEST 2017  2     55    42      2    7976      00         0    
Tue Aug 29 13:21:23 CEST 2017  2     50    36      2    1976      00         0    
Tue Aug 29 13:21:26 CEST 2017  2     50    52      2    2320      00         0    
Tue Aug 29 13:21:32 CEST 2017  2     51    45      2    6376      00         0    
Tue Aug 29 13:21:35 CEST 2017  2     42    42      2    2248      00         0    
Tue Aug 29 13:21:35 CEST 2017  1     54    50      2    18736      00         0    
Tue Aug 29 13:21:40 CEST 2017  1     53    50      2    4528      00         0    
Tue Aug 29 13:21:43 CEST 2017  1     52    50      2    1944      00         0    
Tue Aug 29 13:21:44 CEST 2017  1     52    39      2    872      00         0    
Tue Aug 29 13:21:46 CEST 2017  1     53    39      2    1664      00         0    
Tue Aug 29 13:21:54 CEST 2017  1     57    46      2    7936      00         0    
Tue Aug 29 13:21:59 CEST 2017  2     45    38      2    23192      00         0    
Tue Aug 29 13:22:01 CEST 2017  1     47    38      2    6544      00         0    
Tue Aug 29 13:22:03 CEST 2017  1     46    60      4    904      00         0    
Tue Aug 29 13:22:07 CEST 2017  2     41    43      2    8240      00         0    
Tue Aug 29 13:22:08 CEST 2017  1     53    50      2    4496      00         0    
Tue Aug 29 13:22:09 CEST 2017  2     42    50      2    544      00         0    
Tue Aug 29 13:22:10 CEST 2017  2     45    47      2    712      00         0    
Tue Aug 29 13:22:10 CEST 2017  1     50    45      2    2272      00         0    
Tue Aug 29 13:22:14 CEST 2017  2     46    39      2    3312      00         0    
Tue Aug 29 13:22:15 CEST 2017  1     46    49      2    3976      00         0    
Tue Aug 29 13:22:15 CEST 2017  2     49    44      2    1448      00         0    
Tue Aug 29 13:22:17 CEST 2017  2     47    43      2    1616      00         0    
Tue Aug 29 13:22:19 CEST 2017  2     48    47      2    968      00         0    
Tue Aug 29 13:22:25 CEST 2017  2     48    51      2    5376      00         0    
Tue Aug 29 13:22:25 CEST 2017  1     54    78      3    9456      00         0    
Tue Aug 29 13:22:27 CEST 2017  1     54    47      2    1408      00         0    
Tue Aug 29 13:22:29 CEST 2017  1     61    43      2    1392      00         0    
Tue Aug 29 13:22:40 CEST 2017  2     71    66      4    14392      00         0    
Tue Aug 29 13:22:40 CEST 2017  1     41    51      2    10688      00         0    
Tue Aug 29 13:22:44 CEST 2017  1     38    36      2    3040      00         0    
Tue Aug 29 13:22:45 CEST 2017  2     50    46      2    4632      00         0    
Tue Aug 29 13:22:45 CEST 2017  1     38    44      2    632      00         0    
Tue Aug 29 13:22:47 CEST 2017  2     53    45      2    2376      00         0    
Tue Aug 29 13:22:53 CEST 2017  2     45  105        7    4912      00         0    
Tue Aug 29 13:23:12 CEST 2017  1     49    49      2    27056      00         0    
Tue Aug 29 13:23:14 CEST 2017  1     46    76      4    688      00         0    
Tue Aug 29 13:23:18 CEST 2017  1     46    40      2    4440      00         0    
Tue Aug 29 13:23:22 CEST 2017  1     48    41      2    2792      00         0    
Tue Aug 29 13:23:23 CEST 2017  1     47    40      2    1040      00         0    
Tue Aug 29 13:23:25 CEST 2017  1     48    49      2    1400      00         0    
Tue Aug 29 13:23:27 CEST 2017  1     51    48      2    1432      00         0    
Tue Aug 29 13:23:29 CEST 2017  2     49    47      2    34936      00         0    
Tue Aug 29 13:23:30 CEST 2017  1     52    48      2    3136      00         0    
Tue Aug 29 13:23:31 CEST 2017  2     51    49      2    1608      00         0    
Tue Aug 29 13:23:33 CEST 2017  1     54    46      2    1752      00         0    
Tue Aug 29 13:23:34 CEST 2017  2     42    42      2    2416      00         0    
Tue Aug 29 13:23:37 CEST 2017  2     56    43      2    2312      00         0    
Tue Aug 29 13:23:37 CEST 2017  2     54    47      2    248      00         0    
Tue Aug 29 13:23:38 CEST 2017  2     50    44      2    904      00         0    
Tue Aug 29 13:23:40 CEST 2017  2     50    50      2    696      00         0    
Tue Aug 29 13:23:41 CEST 2017  1     59    58      4    7648      00         0    
Tue Aug 29 13:23:43 CEST 2017  2     46    67      3    2824      00         0    
Tue Aug 29 13:23:45 CEST 2017  2     49    48      2    1504      00         0    
Tue Aug 29 13:23:47 CEST 2017  2     45    38      2    1440      00         0    
